gp_id,GP_Name,GP_Asset_Class,GP_Sector,GP_Sub_Sector,total_invested,num_investments,num_portcos,num_funds
2368,Olympus Partners,Private Equity,Buyout,Middle Buyout,8121.8369,102,102,102
6929,Eurazeo Capital,Private Equity,Buyout,Middle Buyout,8114.6606,29,29,29
4632,PennantPark Investment Advisers ,Private Debt,Corporate,Direct Lending,8097.5884,1082,1082,1082
8551,Rialto Capital Management,Private Debt,Real Estate Credit,Multi-strategy Debt,8077.9731,374,0,374
7955,DivcoWest Real Estate Services,Real Estate,Value-Add,US / Global Large Market,8011.3999,192,173,192
26295,Monroe Capital Partners Private Credit,Private Debt,Corporate,Direct Lending,7994.9722,405,405,405
7661,TPG Real Estate,Real Estate,Opportunistic,US / Global Large Market,7989.8228,58,49,58
9930,HIG WhiteHorse,Private Debt,Corporate,Direct Lending,7971.9224,449,443,449
5767,Fairwinds Private Equity,Private Equity,Growth Equity,Small Growth Equity,7940.9058,10,10,10
3928,Founders Fund,Private Equity,Venture Capital,Early Stage,7899.6611,513,493,513
166,Altor Equity Partners,Private Equity,Buyout,Middle Buyout,7886.2466,98,98,98
5414,BDT Capital Partners,Private Equity,Buyout,Global Buyout,7882.5884,30,30,30
10588,PCCP Credit,Private Debt,Real Estate Credit,Private Performing,7860.958,575,2,575
15109,GLP Capital Partners,Real Estate,Opportunistic,US / Global Large Market,7847.208,61,0,61
1991,Lubert Adler,Real Estate,Opportunistic,US / Global Large Market,7835.1694,673,512,673
1989,LS Power Group,Real Assets,Infrastructure,Power,7761.519,34,32,34
11712,Bain Capital Real Estate,Real Estate,Value-Add,US / Global Large Market,7748.6289,376,302,376
10057,Ares Real Estate Europe,Real Estate,Value-Add,Europe,7721.7837,199,139,199
8853,Westbourne Capital,Private Debt,Infrastructure & Real Assets,Infrastructure Debt,7716.7183,79,65,79
16144,Manulife Direct Lending,Private Debt,Corporate,Direct Lending,7682.4575,297,296,297
2416,Pacific Equity Partners,Private Equity,Buyout,Large Buyout,7681.6157,46,46,46
3857,Maranon Capital,Private Debt,Corporate,Direct Lending,7638.0244,252,252,252
1948,Lightspeed Venture Partners,Private Equity,Venture Capital,Early Stage,7620.3696,1027,1027,1027
10466,Brookfield Real Estate Finance,Private Debt,Real Estate Credit,Private Performing,7599.8892,163,0,163
1364,GI Partners,Private Equity,Buyout,Middle Buyout,7577.854,56,56,56
13007,TPG Angelo Gordon - Structured Credit and Specialty Finance,Private Debt,Other,ABL (Asset Backed Lending),7565.5361,193,0,193
10827,Igneo Infrastructure Partners (Europe),Real Assets,Infrastructure,Diversified,7554.395,24,24,24
25249,SL Green - Debt,Private Debt,Real Estate Credit,Multi-strategy Debt,7475.1592,108,108,108
2212,Nautic Partners,Private Equity,Buyout,Middle Buyout,7467.7231,176,176,176
16293,PGIM US - Value-Add,Real Estate,Value-Add,US / Global Large Market,7450.8887,271,147,271
6019,iCON Infrastructure LLP,Real Assets,Infrastructure,Diversified,7434.6362,65,64,65
9888,Brookfield Infrastructure Debt,Private Debt,Infrastructure & Real Assets,Infrastructure Debt,7406.7021,49,49,49
14738,EIG Energy Transition,Real Assets,Infrastructure,Renewables,7390.9067,136,124,136
4587,Ridgemont Equity Partners,Private Equity,Buyout,Middle Buyout,7327.7207,163,163,163
9297,Blackstone Credit European Senior Debt,Private Debt,Corporate,Direct Lending,7283.9541,48,47,48
15129,King Street Capital,Private Debt,Special Situations,Distressed / Corporates,7274.7935,155,67,155
3437,Yorktown Energy Partners,Real Assets,Energy,Exploration and Production,7228.2446,204,204,204
17918,CVC Strategic Opportunities,Private Equity,Buyout,Large Buyout,7157.0933,18,18,18
9131,Avenue Capital Europe,Private Debt,Special Situations,Distressed / Corporates,7103.6567,623,621,623
14467,AEA Private Debt Group,Private Debt,Corporate,Direct Lending,7094.2397,754,754,754
9750,Igneo Infrastructure Partners (Global),Real Assets,Infrastructure,Diversified,7079.6465,33,31,33
1846,Khosla Ventures,Private Equity,Venture Capital,Balanced,7074.3091,557,557,557
4132,Actis Energy,Real Assets,Infrastructure,Power,7072.6143,46,46,46
780,CIM Real Estate,Real Estate,Opportunistic,US / Global Large Market,7066.5562,129,111,129
8219,Kayne Anderson Real Estate,Real Estate,Opportunistic,US / Global Large Market,7018.3809,161,156,161
5044,Trilantic Capital Partners,Private Equity,Buyout,Middle Buyout,7010.9365,79,78,79
3080,TDR Capital,Private Equity,Buyout,Middle Buyout,7006.2129,26,24,26
10743,Landmark Real Estate,Real Estate,Multimanager,Secondaries,7000.1528,152,0,152
1791,JMI Equity,Private Equity,Growth Equity,Medium Growth Equity,6981.6377,197,197,197
4645,Searchlight Capital,Private Equity,Buyout,Middle Buyout,6971.5518,48,44,48
6730,Atlas Holdings,Private Equity,Buyout,Middle Buyout,6968.9551,54,54,54
2548,Pomona Capital,Private Equity,Other,Secondaries,6944.666,168,0,168
3305,Vestar Capital Partners,Private Equity,Buyout,Large Buyout,6933.084,80,80,80
18703,Brookfield Real Estate Asia,Real Estate,Value-Add,Rest of World,6917.7002,21,20,21
6797,"Kayne Anderson Capital Advisors, L.P.",Private Debt,Corporate,Direct Lending,6906.9355,321,319,321
45,Accel-KKR,Private Equity,Buyout,Small Buyout,6894.1123,98,98,98
11180,Partners Group Infrastructure,Real Assets,Infrastructure,Diversified,6851.3242,76,76,76
11428,Thoma Bravo Credit,Private Debt,Corporate,Direct Lending,6847.1035,179,176,179
17751,Slättö,Real Estate,Value-Add,Europe,6783.5352,104,104,104
630,CapitaLand,Real Estate,Opportunistic,Rest of World,6765.582,23,22,23
9849,Arcmont Senior,Private Debt,Corporate,Direct Lending,6717.0928,72,0,72
2449,Park Square Capital Partners,Private Debt,Special Situations,Mezzanine,6702.1875,149,148,149
11840,MAM Infrastructure Super Core,Real Assets,Infrastructure,Diversified,6610.0771,12,12,12
11851,Dragoneer Investment Group,Private Equity,Venture Capital,Late Stage,6609.314,139,136,139
1691,Institutional Venture Partners,Private Equity,Venture Capital,Late Stage,6588.3257,248,248,248
1879,KSL Capital Partners,Real Estate,Opportunistic,US / Global Large Market,6587.2422,69,63,69
3407,Wind Point Partners,Private Equity,Buyout,Small Buyout,6576.9771,126,126,126
12998,Bridgepoint Credit,Private Debt,Corporate,Direct Lending,6575.895,258,258,258
3509,Advent Latin America,Private Equity,Buyout,Middle Buyout,6557.2168,89,89,89
1424,GGV Capital,Private Equity,Venture Capital,Balanced,6537.1753,623,623,623
16229,TPG Rise Climate,Private Equity,Growth Equity,Large Growth Equity,6512.084,37,37,37
18091,I Squared Energy Transition,Real Assets,Infrastructure,Energy Transition,6498.4629,33,33,33
10944,Impilo,Private Equity,Buyout,Small Buyout,6494.5933,15,15,15
703,CCMP Capital Advisors,Private Equity,Buyout,Large Buyout,6476.7256,25,25,25
9306,HIG Middle Market LBO,Private Equity,Buyout,Middle Buyout,6450.54,64,64,64
2590,Priveq Investment,Private Equity,Buyout,Small Buyout,6429.9365,59,59,59
9181,Fortress Investment Group Buyout,Private Equity,Buyout,Large Buyout,6427.0698,31,31,31
4445,Comvest Credit Partners,Private Debt,Corporate,Direct Lending,6398.4009,271,271,271
10239,BlackRock Renewable Power,Real Assets,Infrastructure,Renewables,6383.6675,64,64,64
7665,MGG Investment Group,Private Debt,Corporate,Opportunistic Lending,6367.6938,145,110,145
1965,Littlejohn & Co.,Private Equity,Buyout,Middle Buyout,6347.3447,77,77,77
1952,Lime Rock Partners,Real Assets,Energy,ENR Services,6292.0552,115,115,115
6586,F2i SGR,Real Assets,Infrastructure,Social,6242.2378,26,26,26
2349,Oaktree Power Opportunities,Real Assets,Infrastructure,Power,6239.8945,98,93,98
10306,Intermediate Capital Group (ICG) Senior Debt Partners,Private Debt,Corporate,Direct Lending,6239.2236,124,124,124
5519,L Catterton Asia,Private Equity,Growth Equity,Medium Growth Equity,6233.2407,78,78,78
2544,Polaris Private Equity,Private Equity,Buyout,Small Buyout,6202.4727,39,39,39
252,Ares Management,Private Debt,Special Situations,Distressed / Corporates,6186.5068,588,500,588
1788,JLL Partners,Private Equity,Buyout,Middle Buyout,6176.2051,62,62,62
88,AEW Partners,Real Estate,Opportunistic,US / Global Large Market,6152.7358,205,202,205
5202,K1 Investment Management,Private Equity,Buyout,Large Buyout,6149.7192,81,81,81
11096, Albacore Capital Group,Private Debt,Corporate,Opportunistic Lending,6118.3335,210,0,210
10778,KKR India,Private Debt,Corporate,Direct Lending,6098.5015,14,14,14
17654,CVC Credit European Direct Lending,Private Debt,Corporate,Direct Lending,6093.0508,116,116,116
5833,InfraVia Capital Partners,Real Assets,Infrastructure,Diversified,6049.772,45,45,45
15869,Apollo Impact Mission,Private Equity,Buyout,Middle Buyout,6048.186,19,19,19
9355,Park Square Credit Opportunities,Private Debt,Corporate,Direct Lending,6044.7021,308,308,308
13971,Arcline Investment Management,Private Equity,Buyout,Middle Buyout,6038.0771,27,27,27
9920,Accel Partners Growth,Private Equity,Growth Equity,Small Growth Equity,5989.3179,190,189,190
16608,Bridge Industrial,Real Estate,Value-Add,US / Global Large Market,5984.5098,133,133,133
13393,ICG Strategic Secondaries,Private Equity,Other,Secondaries,5975.3848,42,13,42
25606,BayHawk Capital,Private Equity,Buyout,Small Buyout,5949.4531,54,54,54
6926,Ardian Private Credit,Private Debt,Corporate,Direct Lending,5948.8257,157,157,157
14556,Warburg Pincus India,Private Equity,Growth Equity,Large Growth Equity,5934.8301,65,65,65
17697,NorthPoint Development,Real Estate,Opportunistic,US Small Market,5917.8013,167,167,167
8392,Nordic Real Estate Partners,Real Estate,Value-Add,Europe,5886.2378,411,343,411
5331,Ares Capital Asia,Private Debt,Corporate,Other,5869.4165,140,0,140
1913,LBA Realty,Real Estate,Value-Add,US / Global Large Market,5868.7451,549,519,549
15196,Deutsche Bank Direct Lending Europe,Private Debt,Corporate,Direct Lending,5864.333,61,0,61
11488,Glendower Capital (f/k/a Deutsche Bank),Private Equity,Other,Secondaries,5853.7861,142,0,142
4198,MV Credit (fka MezzVest),Private Debt,Special Situations,Mezzanine,5843.0342,172,0,172
6771,The Vistria Group,Private Equity,Buyout,Large Buyout,5834.3838,49,49,49
3358,Waterland Private Equity,Private Equity,Buyout,Middle Buyout,5830.6582,144,144,144
5665,Thrive Capital Management,Private Equity,Venture Capital,Balanced,5813.8491,235,222,235
4314,Equitix Investment Management,Real Assets,Infrastructure,Diversified,5798.4404,201,183,201
7059,Almanac Realty Investors,Real Estate,Value-Add,US / Global Large Market,5774.2456,57,56,57
4291,"HGGC, LLC",Private Equity,Buyout,Large Buyout,5771.4653,50,48,50
1302,Freeman Spogli & Co,Private Equity,Buyout,Small Buyout,5760.0977,80,80,80
6012,IFC Asset Management Company,Private Equity,Other,Fund of Funds,5741.3813,380,380,380
16712,Hillhouse Capital Venture,Private Equity,Venture Capital,Balanced,5740.3799,263,259,263
11339,Partners Group Real Estate,Real Estate,Multimanager,Secondaries,5723.5874,215,139,215
7244,Orion Resource Partners,Real Assets,Energy,Exploration and Production,5715.6396,102,102,102
3203,TSG Consumer Partners,Private Equity,Buyout,Middle Buyout,5711.248,86,85,86
15696,Mubadala Capital,Private Equity,Buyout,Middle Buyout,5615.9258,65,65,65
8233,KKR Real Estate,Real Estate,Opportunistic,US / Global Large Market,5613.4468,63,57,63
480,Black Diamond Capital Management,Private Equity,Buyout,Middle Buyout,5611.665,165,165,165
4146,Denham Capital Management,Real Assets,Infrastructure,Midstream,5609.8955,85,85,85
15137,PGIM Europe Credit IG Senior,Private Debt,Real Estate Credit,Senior,5604.7549,45,0,45
4084,"LBC Credit Partners, Inc.",Private Debt,Corporate,Direct Lending,5583.7148,258,258,258
3823,Credit Suisse DLJ Merchant Banking Partners,Private Equity,Buyout,Large Buyout,5575.938,52,52,52
26194,AIP Infrastructure,Real Assets,Infrastructure,Renewables,5574.9082,24,24,24
14492,KKR Asia Pacific Infrastructure,Real Assets,Infrastructure,Diversified,5555.8672,37,28,37
15478,Silver Lake Alpine,Private Equity,Buyout,Global Buyout,5549.5073,21,21,21
4409,Right Side Capital Management,Private Equity,Venture Capital,Early Stage,5548.5,279,279,279
15190,Castlelake Aviation,Real Assets,"Vehicles, Plant and Equipment",Aircraft,5539.9009,119,0,119
5751,DWS Infrastructure Equity,Real Assets,Infrastructure,Diversified,5530.9932,28,28,28
517,BV Investment Partners,Private Equity,Buyout,Small Buyout,5521.1353,137,137,137
272,Arlington Capital Partners,Private Equity,Buyout,Middle Buyout,5504.3823,60,60,60
11172,Berkshire Property Advisors - Agency Debt,Private Debt,Real Estate Credit,Private Performing,5493.4526,102,0,102
15010,LaSalle US Debt,Private Debt,Real Estate Credit,Securitized,5468.8101,447,447,447
5125,Siris Capital Group,Private Equity,Buyout,Large Buyout,5452.4033,32,29,32
2822,PAG Asia (Real Estate),Real Estate,Opportunistic,Rest of World,5445.9023,196,196,196
1308,Friedman Fleischer & Lowe,Private Equity,Buyout,Small Buyout,5428.7192,61,61,61
10196,Paragon Partners,Private Equity,Growth Equity,Small Growth Equity,5418.7954,7,7,7
7908,Cortland Partners,Real Estate,Value-Add,US / Global Large Market,5404.1245,250,246,250
26345,a16z Crypto,Private Equity,Venture Capital,Balanced,5392.374,314,314,314
1316,FTV Capital (fka FTVentures),Private Equity,Growth Equity,Medium Growth Equity,5387.5415,162,162,162
7553,Vauban Infrastructure Partners,Real Assets,Infrastructure,Renewables,5384.6123,52,52,52
4190,Patria Investimentos,Private Equity,Buyout,Large Buyout,5374.4224,45,45,45
12999,Kennedy Lewis Capital Partners,Private Debt,Special Situations,Distressed / Corporates,5343.2476,43,39,43
14238,Strategic Partners Real Assets,Real Assets,Other,Secondaries,5338.0986,128,17,128
16523,Apax Global Impact,Private Equity,Buyout,Small Buyout,5335.7524,19,19,19
9428,WL Ross Recovery,Private Equity,Buyout,Middle Buyout,5321.814,149,149,149
1935,Levine Leichtman Capital Partners,Private Equity,Buyout,Middle Buyout,5309.856,62,62,62
9812,Savills Europe Debt,Private Debt,Real Estate Credit,Senior,5299.7021,197,117,197
4713,CPE (fka CITICPE Funds Management),Real Assets,Infrastructure,Midstream,5292.2485,73,73,73
230,Aquiline Capital Partners,Private Equity,Buyout,Middle Buyout,5243.8916,64,64,64
3893,Navis Capital Partners,Private Equity,Buyout,Middle Buyout,5235.8677,154,154,154
708,CDH China Holding Management Co.,Private Equity,Growth Equity,Large Growth Equity,5228.6011,87,87,87
4485,Sheridan Production Partners,Real Assets,Energy,Exploration and Production,5210.6035,10,10,10
6274,Boyu Capital,Private Equity,Growth Equity,Large Growth Equity,5201.9326,43,43,43
1368,Rivean Capital (fka Gilde Buyout Partners),Private Equity,Buyout,Middle Buyout,5198.0601,108,108,108
2624,Qiming Venture Partners,Private Equity,Venture Capital,Balanced,5196.0347,460,460,460
1567,HitecVision AS,Real Assets,Infrastructure,Energy Transition,5195.4136,50,49,50
18705,Audax Solutions ,Private Debt,Corporate,Direct Lending,5193.9888,97,97,97
4624,Energy & Minerals Group,Real Assets,Infrastructure,Midstream,5179.4229,29,29,29
669,Carmel Partners,Real Estate,Opportunistic,US / Global Large Market,5141.9111,145,145,145
11454,BGH Capital,Private Equity,Buyout,Middle Buyout,5121.4307,17,17,17
1968,LLR Partners,Private Equity,Buyout,Middle Buyout,5117.5449,136,136,136
25432,Slättö – Europe Core+,Real Estate,Core / Core+,Europe Core+,5103.6846,30,30,30
1467,Gryphon Investors,Private Equity,Buyout,Large Buyout,5084.6655,71,71,71
8483,Revelop,Real Estate,Value-Add,Europe,5069.1294,79,70,79
4697,Trustbridge Partners,Private Equity,Growth Equity,Large Growth Equity,5032.8145,170,170,170
2866,Shorenstein Company,Real Estate,Value-Add,US / Global Large Market,5031.9272,66,65,66
604,Canaan Partners,Private Equity,Venture Capital,Early Stage,5030.5,515,505,515
786,Trustar Capital (fka CITIC Capital Partners),Private Equity,Buyout,Middle Buyout,5024.7778,70,70,70
2089,Menlo Ventures,Private Equity,Venture Capital,Early Stage,5021.814,413,413,413
10314,Bond Capital (fka KP Digital Growth),Private Equity,Venture Capital,Balanced,5009.8076,144,143,144
9137,Patria Real Estate,Real Estate,Opportunistic,Rest of World,5008.1235,70,70,70
4510,Resource Capital Funds,Real Assets,Natural Resources,Minerals,4998.209,208,208,208
6752,Anchorage Capital Group,Private Debt,Special Situations,Distressed / Corporates,4952.7358,248,122,248
3263,Valor Equity Partners,Private Equity,Growth Equity,Medium Growth Equity,4950.1821,152,148,152
6057,Morrison,Real Assets,Infrastructure,Diversified,4942.9019,27,7,27
6187,Davidson Kempner Capital Management,Private Debt,Special Situations,Distressed / Multi-Strategy,4936.0679,72,0,72
7262,Rocket Internet,Private Equity,Venture Capital,Early Stage,4934.3984,249,235,249
9401,TA Atlantic & Pacific,Private Equity,Buyout,Middle Buyout,4934.0474,364,364,364
8077,Greystar,Real Estate,Value-Add,US / Global Large Market,4916.6025,191,21,191
9103,Greenoaks Capital Partners,Private Equity,Venture Capital,Late Stage,4886.3862,115,110,115
15263,Infranode,Real Assets,Infrastructure,Diversified,4857.4263,17,17,17
10267,Eurazeo Private Debt,Private Debt,Corporate,Direct Lending,4842.8701,226,226,226
