gp_id,GP_Name,GP_Asset_Class,GP_Sector,GP_Sub_Sector,total_invested,num_investments,num_portcos,num_funds
14591,Riverstone Power,Real Assets,Infrastructure,Power,4014.9775,14,14,14
11493,LGT Capital Partners - Private Debt,Private Debt,Corporate,Direct Lending,4014.5479,125,125,125
9751,EIG Global Energy Partners Debt,Private Debt,Infrastructure & Real Assets,Energy and Power,3999.5232,124,124,124
2181,MSPE,Private Equity,Buyout,Middle Buyout,3979.3191,87,81,87
25207,ICG Longbow Europe Credit - High Yield,Private Debt,Real Estate Credit,Mezzanine/High Yield,3964.5525,115,74,115
4133,Hony Capital,Private Equity,Buyout,Small Buyout,3950.8599,62,62,62
2356,Odyssey Investment Partners,Private Equity,Buyout,Middle Buyout,3943.1155,53,53,53
11490,Blue Torch Capital,Private Debt,Corporate,Direct Lending,3914.0215,172,171,172
10779,Park Square European Loan Partners,Private Debt,Corporate,Direct Lending,3909.9561,83,83,83
10647,Solix,Private Equity,Buyout,Small Buyout,3893.8784,10,10,10
2507,Pine Brook Partners,Private Equity,Buyout,Middle Buyout,3867.5562,59,57,59
9205,BBAM,Real Assets,"Vehicles, Plant and Equipment",Aircraft,3865.2446,375,0,375
5343,Paine Schwartz Partners,Real Assets,Natural Resources,Agriculture,3861.4741,42,42,42
6295,Brightwood Capital,Private Debt,Corporate,Direct Lending,3853.7314,203,203,203
4245,Stripes,Private Equity,Growth Equity,Medium Growth Equity,3845.8682,115,114,115
11028,Kartesia,Private Debt,Special Situations,Distressed / Corporates,3834.2422,230,129,230
2837,Sentinel Capital Partners,Private Equity,Buyout,Middle Buyout,3833.2085,86,86,86
9258,Blackstone Tactical Opportunities,Private Debt,Special Situations,Multiple Strategies,3820.9871,91,89,91
2392,Orion Capital Managers,Real Estate,Opportunistic,Europe,3817.0444,80,80,80
337,Austin Ventures,Private Equity,Venture Capital,Balanced,3815.5017,460,460,460
16849,Celero,Private Equity,Buyout,Small Buyout,3815.0657,9,9,9
4608,Hahn & Company,Private Equity,Buyout,Middle Buyout,3810.3613,19,19,19
6897,Canyon Capital Advisors,Private Debt,Special Situations,Distressed / Multi-Strategy,3802.6587,90,86,90
3593,Marlin Equity Partners,Private Equity,Buyout,Middle Buyout,3800.8374,61,61,61
1289,Foundation Capital,Private Equity,Venture Capital,Balanced,3796.563,389,387,389
3538,ABRY Partners Senior Equity,Private Equity,Growth Equity,Medium Growth Equity,3779.8457,121,121,121
15113,Blackstone Growth,Private Equity,Growth Equity,Medium Growth Equity,3772.3621,22,22,22
7007,Bell Partners,Real Estate,Value-Add,US Medium Market,3770.2329,190,190,190
3655,York Capital Management,Private Debt,Special Situations,Distressed / Corporates,3760.3328,124,48,124
16005,Blackstone Core Equity Partners,Private Equity,Buyout,Global Buyout,3735.4368,5,5,5
5288,One Rock Capital Partners,Private Equity,Buyout,Middle Buyout,3732.5796,36,35,36
14967,Apollo Infrastructure,Real Assets,Infrastructure,Diversified,3725.845,51,48,51
1437,Greenbriar Equity Group,Private Equity,Buyout,Middle Buyout,3721.3479,45,45,45
3272,Vector Capital,Private Equity,Buyout,Middle Buyout,3720.6001,74,72,74
10657,Oak HC/FT Partners,Private Equity,Venture Capital,Balanced,3720.0298,110,110,110
6639,Arcus Infrastructure Partners,Real Assets,Infrastructure,Diversified,3719.2102,19,19,19
4079,FountainVest Partners,Private Equity,Growth Equity,Large Growth Equity,3713.8284,38,37,38
2698,Rhone Partners,Private Equity,Buyout,Middle Buyout,3685.8245,39,39,39
9416,Vista Credit Partners,Private Debt,Corporate,Direct Lending,3677.6887,439,300,439
8719,Nuveen Real Estate,Real Estate,Core / Core+,Europe Core,3652.8022,73,73,73
10584,Oaktree Real Estate Credit,Private Debt,Real Estate Credit,Multi-strategy Debt,3647.9563,345,0,345
10597,PGIM Europe Credit - High Yield,Private Debt,Real Estate Credit,Private Performing,3645.8694,116,25,116
2131,MidOcean Partners,Private Equity,Buyout,Middle Buyout,3639.3132,53,53,53
10676,Ares Real Estate - Value-Add,Real Estate,Value-Add,US / Global Large Market,3638.616,85,85,85
6916,CenterSquare US Debt - Mezz and High Yield,Private Debt,Real Estate Credit,Private Performing,3619.772,529,0,529
2988,Sterling Group,Private Equity,Buyout,Middle Buyout,3609.3989,55,55,55
8938,KKR Europe Direct Lending,Private Debt,Corporate,Direct Lending,3601.3792,107,106,107
17657,Coalesce Capital,Private Equity,Buyout,Small Buyout,3600.9722,13,13,13
4499,Axium Infrastructure,Real Assets,Infrastructure,Diversified,3587.6772,45,45,45
14471,GCM Grosvenor Real Estate,Real Estate,Multimanager,Fund of Funds,3583.7029,220,144,220
15526,General Atlantic Credit ,Private Debt,Corporate,Opportunistic Lending,3569.3198,22,22,22
10434,Artemis Real Estate Partners - Core,Real Estate,Core / Core+,US Core+,3554.1685,195,194,195
10154,BlackRock Carbon Capital,Private Debt,Real Estate Credit,Mezzanine/High Yield,3545.239,162,0,162
838,Columbia Capital,Private Equity,Growth Equity,Small Growth Equity,3542.6206,236,236,236
6317,Trive Capital,Private Equity,Buyout,Middle Buyout,3542.1672,63,63,63
8418,Blue Owl - Real Estate,Real Estate,Value-Add,US / Global Large Market,3540.4277,82,77,82
7860,Cheyne Capital Management - RE Credit,Private Debt,Real Estate Credit,Securitized,3539.7786,92,0,92
2562,Silverfleet Capital,Private Equity,Buyout,Middle Buyout,3535.3699,123,123,123
4263,Lee Equity,Private Equity,Buyout,Middle Buyout,3533.4465,47,47,47
3074,Crescent Direct Lending,Private Debt,Corporate,Direct Lending,3526.5872,370,0,370
16606,Whistler Capital Partners,Private Equity,Buyout,Small Buyout,3514.9656,7,7,7
7502,Related Fund Management,Real Estate,Opportunistic,US / Global Large Market,3504.0466,61,49,61
15274,Brookfield Real Estate Europe Core,Real Estate,Core / Core+,Europe Core+,3492.7917,12,0,12
15027,Hg Mercury,Private Equity,Buyout,Small Buyout,3489.6519,40,40,40
7194,RedBird Capital Partners,Private Equity,Buyout,Middle Buyout,3480.6206,46,43,46
4453,Georgian Partners,Private Equity,Venture Capital,Late Stage,3476.6345,82,82,82
9304,Heitman Value Partners,Real Estate,Value-Add,US / Global Large Market,3467.281,103,103,103
15692,Cinven Strategic Fund,Private Equity,Buyout,Large Buyout,3462.5178,13,13,13
5221,Keppel Fund Management Limited,Real Estate,Value-Add,Rest of World,3462.3997,51,51,51
9378,Riverstone Renewable Energy,Real Assets,Infrastructure,Renewables,3456.1082,20,20,20
3559,"Altaris Capital Partners, LLC",Private Equity,Buyout,Middle Buyout,3450.0703,48,48,48
524,Equus Capital Partners,Real Estate,Value-Add,US Small Market,3439.3413,216,205,216
4197,MML Capital Partners,Private Equity,Growth Equity,Medium Growth Equity,3426.668,159,155,159
7019,Kildare Partners,Real Estate,Opportunistic,Europe,3423.4258,26,22,26
3527,Ascribe Capital (fka American Securities Opportunities),Private Debt,Special Situations,Distressed / Corporates,3418.9294,143,134,143
1641,Index Ventures,Private Equity,Venture Capital,Balanced,3418.7483,534,531,534
3424,Wynnchurch Capital,Private Equity,Buyout,Small Buyout,3405.8,81,81,81
11798,BlackRock Global Credit Opportunities,Private Debt,Special Situations,Distressed / Corporates,3404.801,61,17,61
17389,Greenbelt Capital Partners,Private Equity,Buyout,Small Buyout,3395.5283,51,51,51
11464,NRP Asset Management,Real Estate,Core / Core+,Europe Core,3392.5913,50,11,50
437,Behrman Capital,Private Equity,Buyout,Small Buyout,3391.9978,58,58,58
3301,Versant Ventures,Private Equity,Venture Capital,Early Stage,3389.0005,302,302,302
9402,TA Subordinated Debt,Private Debt,Special Situations,Mezzanine,3382.4717,146,145,146
10732,Bregal Sagemount,Private Equity,Growth Equity,Medium Growth Equity,3379.6438,49,49,49
3365,Webster Capital,Private Equity,Buyout,Small Buyout,3375.7061,66,66,66
2714,Riverside Company,Private Equity,Buyout,Middle Buyout,3366.3828,124,123,124
10085,Eight Partners (8VC),Private Equity,Venture Capital,Early Stage,3347.719,238,233,238
3681,Infracapital Partners LP,Real Assets,Infrastructure,Diversified,3335.5884,20,20,20
14938,AXA IM Structured Credit,Private Debt,Corporate,Other,3327.4414,104,0,104
11710,Ardian Secondaries (Infrastructure),Real Assets,Other,Secondaries,3324.7659,29,10,29
3254,US Venture Partners,Private Equity,Venture Capital,Early Stage,3324.3779,493,493,493
12963,Brookfield Real Estate Europe,Real Estate,Opportunistic,Europe,3317.7393,10,0,10
2272,Niam,Real Estate,Opportunistic,Europe,3315.7622,68,61,68
10081,Lead Edge Capital,Private Equity,Growth Equity,Direct Secondaries,3313.3704,98,88,98
11795,Barings Europe Direct Lending,Private Debt,Corporate,Direct Lending,3312.5938,134,134,134
9251,Ardian Expansion,Private Equity,Buyout,Middle Buyout,3308.6238,77,77,77
1255,Flagship Pioneering,Private Equity,Venture Capital,Early Stage,3305.8123,194,162,194
7495,Bridge Investment Group (Multifamily),Real Estate,Value-Add,US / Global Large Market,3302.4607,234,0,234
3362,Wayzata Investment Partners,Private Equity,Buyout,Middle Buyout,3298.1311,167,167,167
15292,Sixth Street Fundamental Strategies,Private Debt,Special Situations,Distressed / Corporates,3281.1497,101,100,101
1963,Litorina Capital Management,Private Equity,Buyout,Small Buyout,3266.9648,32,32,32
4109,ICG North America,Private Debt,Special Situations,Distressed / Corporates,3259.3369,95,95,95
11193,Novalpina Capital,Private Equity,Buyout,Middle Buyout,3255.4783,14,14,14
9261,Carlyle Europe Real Estate,Real Estate,Opportunistic,Europe,3252.4568,62,4,62
6919,Tikehau Capital Advisors,Private Debt,Corporate,Direct Lending,3244.4663,128,128,128
10426,Angelo Gordon Europe,Real Estate,Opportunistic,Europe,3241.3206,138,127,138
2626,Quad-C Management,Private Equity,Buyout,Small Buyout,3232.3386,65,65,65
2430,Palladium Equity Partners,Private Equity,Buyout,Middle Buyout,3222.3894,45,43,45
1785,JF Lehman & Company,Private Equity,Buyout,Small Buyout,3195.46,43,43,43
4768,Vivo Capital,Private Equity,Venture Capital,Late Stage,3185.0913,334,334,334
9368,Portfolio Advisors Secondaries,Private Equity,Other,Fund of Funds,3172.3999,140,0,140
5373,17Capital,Private Debt,Corporate,Bank Lending,3169.4893,62,0,62
8816,Westport Capital Partners,Real Estate,Opportunistic,US Small Market,3161.8831,227,163,227
3137,Thompson Street Capital Partners,Private Equity,Buyout,Small Buyout,3152.4558,68,68,68
1560,Highland Capital Partners,Private Equity,Venture Capital,Early Stage,3145.7881,304,304,304
112,Alcentra Group,Private Debt,Corporate,Direct Lending,3144.1372,188,155,188
3054,Tailwind Capital,Private Equity,Buyout,Small Buyout,3137.9722,52,52,52
2386,Orchid Asia Group Management,Private Equity,Growth Equity,Medium Growth Equity,3116.0503,130,128,130
9052,Five Arrows Principal Investments,Private Equity,Buyout,Small Buyout,3102.3396,42,42,42
4401,Bridgepoint European Credit Opportunities,Private Debt,Special Situations,Distressed / Corporates,3091.209,102,102,102
212,Seven2 (fka Apax Partners France),Private Equity,Buyout,Middle Buyout,3089.2571,145,145,145
10875,InfraRed - Infrastructure - Capital Gain,Real Assets,Infrastructure,Diversified,3087.7036,88,87,88
10155,BlackRock Europe Property,Real Estate,Value-Add,Europe,3087.1077,73,63,73
147,Alpine Investors,Private Equity,Buyout,Middle Buyout,3084.7715,65,64,65
5437,GSO Capital Solutions,Private Debt,Special Situations,Distressed / Corporates,3079.6807,30,30,30
11358,HIG Advantage Advisors,Private Equity,Buyout,Middle Buyout,3076.3037,21,21,21
4110,Riverwood Capital Management,Private Equity,Growth Equity,Medium Growth Equity,3073.4971,84,84,84
3910,Symphony Technology Group,Private Equity,Buyout,Middle Buyout,3065.0271,70,70,70
533,Brentwood Associates,Private Equity,Buyout,Middle Buyout,3058.499,62,60,62
16127,O'Connor Capital Solutions,Private Debt,Corporate,Opportunistic Lending,3051.5842,73,1,73
4440,Tenex Capital Management,Private Equity,Buyout,Small Buyout,3046.5781,50,50,50
11409,Bregal Unternehmerkapital,Private Equity,Buyout,Small Buyout,3029.2427,37,37,37
5550,Yunfeng Capital,Private Equity,Growth Equity,Large Growth Equity,3023.8689,63,63,63
1315,FSN Capital Partners,Private Equity,Buyout,Middle Buyout,3014.8943,55,55,55
1324,Gaja Capital Partners,Private Equity,Growth Equity,Small Growth Equity,3014.3269,26,26,26
4657,PIMCO Mortgage Credit,Private Debt,Special Situations,Distressed / Corporates,3013.4768,37,0,37
15298,Angelo Gordon Credit Solutions,Private Debt,Special Situations,Distressed / Corporates,3013.1238,61,61,61
3522,Berkshire Residential Investments,Real Estate,Value-Add,US Small Market,3005.4407,149,0,149
6377,Fidus Capital,Private Debt,Special Situations,Mezzanine,3003.3037,200,200,200
5239,StepStone Venture Capital,Private Equity,Other,Fund of Funds,2998.3484,431,142,431
3766,Kayne Anderson Energy Fund,Real Assets,Energy,Exploration and Production,2990.0125,103,103,103
9063,Lilly Asia Ventures,Private Equity,Venture Capital,Balanced,2982.3562,202,201,202
26050,Sauce.vc,Private Equity,Venture Capital,Early Stage,2981.5322,28,28,28
9633,Angelo Gordon Asia,Real Estate,Opportunistic,Rest of World,2969.8816,107,90,107
1420,GP Investimentos,Private Equity,Buyout,Middle Buyout,2963.5596,55,55,55
2765,Sagard MidCap,Private Equity,Buyout,Middle Buyout,2961.8511,46,46,46
4297,Carlyle Global Financial Services,Private Equity,Buyout,Global Buyout,2955.0269,33,33,33
4284,HIG Bayside Loan,Private Debt,Special Situations,Distressed / Corporates,2949.8145,154,133,154
9430,Yucaipa American Alliance,Private Equity,Buyout,Small Buyout,2941.3252,35,35,35
10296,Colony Capital Europe Credit,Private Debt,Real Estate Credit,Multi-strategy Debt,2941.2,94,0,94
1170,Europa Capital,Real Estate,Opportunistic,Europe,2939.4819,114,109,114
10554,JP Morgan Real Estate - Europe Opportunistic,Real Estate,Opportunistic,Europe,2924.7439,82,82,82
16095,Hillwood Investment Properties,Real Estate,Value-Add,US / Global Large Market,2920.3926,155,31,155
9136,Patria Infrastructure (f.k.a P2),Real Assets,Infrastructure,Diversified,2915.8611,26,26,26
1553,HIG Capital,Private Equity,Buyout,Middle Buyout,2907.0962,204,202,204
10547,Invesco Real Estate Credit – US,Private Debt,Real Estate Credit,Private Performing,2906.9026,172,172,172
4460,FirstMark Capital,Private Equity,Venture Capital,Early Stage,2900.7915,345,345,345
9177,Fortress Investment Group Real Estate,Real Estate,Opportunistic,US / Global Large Market,2881.5569,119,99,119
1985,Lovell Minnick Partners,Private Equity,Buyout,Small Buyout,2869.085,65,65,65
7509,GHO Capital,Private Equity,Buyout,Middle Buyout,2867.3977,25,25,25
8999,Argo Infrastructure Partners,Real Assets,Infrastructure,Diversified,2866.9976,14,14,14
10523,BentallGreenOak US,Real Estate,Value-Add,US / Global Large Market,2865.469,73,61,73
5805,Peppertree Capital Management Infrastructure,Real Assets,Infrastructure,Diversified,2865.1096,141,86,141
3361,Waud Capital Partners,Private Equity,Buyout,Small Buyout,2863.6416,53,53,53
9311,Index Growth,Private Equity,Growth Equity,Medium Growth Equity,2858.9231,100,100,100
15689,WestCap Management,Private Equity,Venture Capital,Late Stage,2854.4353,82,82,82
6183,Deerpath Capital,Private Debt,Corporate,Direct Lending,2842.8188,548,527,548
14621,Harrison Street Infrastructure,Real Assets,Infrastructure,Social,2837.6687,43,43,43
4661,5Y Capital (aka Morningside Venture Capital),Private Equity,Venture Capital,Early Stage,2830.783,334,334,334
13858,Asterion Industrial Partners,Real Assets,Infrastructure,Diversified,2830.0869,19,19,19
8471,Phoenix Property Investors,Real Estate,Opportunistic,Rest of World,2824.9153,124,46,124
6068,Grain Management,Real Assets,Infrastructure,Communications,2819.9031,20,20,20
995,Deutsche Beteiligungs AG (DBAG),Private Equity,Buyout,Middle Buyout,2813.7,72,72,72
14343,Upper Bay Infrastructure Partners,Real Assets,Infrastructure,Diversified,2806.1563,26,26,26
16892,Stone Point Credit Adviser LLC,Private Debt,Other,IP/Royalty,2800.1765,80,0,80
4229,Riverside Micro-Cap,Private Equity,Buyout,Small Buyout,2790.5557,115,90,115
3157,Torquest Partners,Private Equity,Buyout,Small Buyout,2775.4871,43,43,43
8895,Pollen Street Capital,Private Equity,Buyout,Middle Buyout,2772.6726,45,45,45
13402,"Barings Asset-Based Income Fund GP (US), LLC",Real Assets,RA Multi-Strategy,RA Multi-Strategy,2772.3445,49,0,49
15682,KIKAN Capital,Private Equity,Growth Equity,Large Growth Equity,2763.4131,18,18,18
6338,Peak Rock Capital,Private Equity,Buyout,Middle Buyout,2760.8638,36,35,36
4334,Corsair Capital Partners,Private Equity,Buyout,Middle Buyout,2748.3965,41,41,41
9164,HIG Europe,Private Equity,Buyout,Middle Buyout,2746.6792,97,97,97
1195,Exponent Private Equity,Private Equity,Buyout,Small Buyout,2745.3601,46,46,46
6757,Five Arrows Direct Lending,Private Debt,Corporate,Direct Lending,2737.7166,69,69,69
9263,L Catterton Growth Partners,Private Equity,Buyout,Middle Buyout,2732.4326,88,86,88
10023,Alchemy Special Opportunities,Private Debt,Special Situations,Distressed / Corporates,2719.1379,130,130,130
9348,Onex ONCAP,Private Equity,Buyout,Small Buyout,2718.4221,38,38,38
2124,Mid Europa Partners,Private Equity,Buyout,Middle Buyout,2715.3088,35,35,35
2004,Macquarie Asset Management (MAM),Real Assets,Infrastructure,Diversified,2707.2827,9,9,9
589,Calera Capital,Private Equity,Buyout,Middle Buyout,2705.9443,44,44,44
5576,VIA Equity,Private Equity,Buyout,Small Buyout,2702.2192,35,35,35
9985,Lotus Infrastructure Partners,Real Assets,Infrastructure,Energy Transition,2701.4905,29,19,29
1451,Gridiron Capital,Private Equity,Buyout,Small Buyout,2699.4258,34,34,34
9000,Lux Capital Management,Private Equity,Venture Capital,Balanced,2695.2141,351,351,351
5117,Pamlico Capital,Private Equity,Buyout,Small Buyout,2684.6877,43,43,43
5470,Kainos Capital,Private Equity,Buyout,Small Buyout,2670.0791,34,34,34
2249,Newbury Partners,Private Equity,Other,Secondaries,2669.1011,177,0,177
10829,Adamantem Capital,Private Equity,Buyout,Middle Buyout,2668.2466,18,18,18
15464,Mirova,Real Assets,Infrastructure,Renewables,2659.6445,101,80,101
17498,Hillwood Investment Properties Europe,Real Estate,Value-Add,Europe,2646.0471,115,29,115
5182,Sycamore Partners,Private Equity,Buyout,Middle Buyout,2644.5613,22,21,22
9235,Accel London,Private Equity,Venture Capital,Early Stage,2641.8618,217,216,217
10738,Argonaut Private Equity,Private Equity,Buyout,Small Buyout,2625.7266,68,68,68
9727,B Capital,Private Equity,Venture Capital,Late Stage,2621.8987,209,208,209
895,Covenant Capital Group,Real Estate,Value-Add,US Small Market,2615.4861,232,30,232
8921,Castik Capital,Private Equity,Buyout,Middle Buyout,2601.7329,13,13,13
759,Chequers Capital,Private Equity,Buyout,Small Buyout,2601.603,144,144,144
15766,Black Ant Capital,Private Equity,Venture Capital,Balanced,2591.1438,90,89,90
16977,KKR Next Generation Technology,Private Equity,Venture Capital,Late Stage,2591.0432,42,35,42
11051,Yuansheng BioVenture,Private Equity,Venture Capital,Balanced,2590.9473,109,109,109
16424,Verdane Idun,Private Equity,Buyout,Small Buyout,2587.8584,35,35,35
4338,TruArc Partners (FKA Snow Phipps Group),Private Equity,Buyout,Small Buyout,2582.6682,33,33,33
3691,EagleTree Capital,Private Equity,Buyout,Small Buyout,2578.2446,43,43,43
2779,Bain Capital Credit,Private Debt,Special Situations,Distressed / Multi-Strategy,2578.1292,73,73,73
9371,Benefit Street Real Estate Debt,Private Debt,Real Estate Credit,Multi-strategy Debt,2576.679,128,128,128
10522,BentallGreenOak Europe,Real Estate,Value-Add,Europe,2568.3098,76,46,76
7411,Reverence Capital Partners,Private Equity,Buyout,Middle Buyout,2564.7634,22,22,22
11835,Sound Point Capital,Private Debt,Corporate,Syndicated Loans,2564.6404,127,127,127
10121,Capital Dynamics Infrastructure,Real Assets,Infrastructure,Renewables,2555.7251,75,58,75
5607,Valar Ventures,Private Equity,Venture Capital,Early Stage,2554.3987,153,152,153
24854,MEAG Infrastructure,Real Assets,Infrastructure,Diversified,2553.3853,15,15,15
9547,Carlyle Global Partners,Private Equity,Buyout,Global Buyout,2551.5266,8,8,8
4050,Helios Investment Partners,Private Equity,Buyout,Middle Buyout,2545.196,47,47,47
667,Carlyle Europe Technology Partners,Private Equity,Buyout,Small Buyout,2542.5156,58,58,58
11637,Fowler Property Acquisitions (Core-Plus),Real Estate,Core / Core+,US Core+,2540.6228,84,35,84
9895,Deerfield Management,Private Equity,Venture Capital,Balanced,2540.6001,103,102,103
934,CrossHarbor Capital Partners,Real Estate,Opportunistic,US Medium Market,2540.5977,137,67,137
5842,Northleaf Capital Partners,Real Assets,Infrastructure,Diversified,2540.0481,27,27,27
10137,PGIM Asia - Non-Core,Real Estate,Value-Add,Rest of World,2538.761,81,64,81
3765,Cressey & Company,Private Equity,Buyout,Middle Buyout,2534.3418,51,51,51
11872,Octopus Energy Investments,Real Assets,Infrastructure,Renewables,2533.5796,40,40,40
24955,Bain Capital Credit Special Situations,Private Debt,Corporate,Opportunistic Lending,2530.5469,58,58,58
10865,Novacap Technologies,Private Equity,Buyout,Middle Buyout,2528.137,35,35,35
4015,Water Street Partners,Private Equity,Buyout,Small Buyout,2527.2354,45,45,45
11286,Permira Growth Opportunities,Private Equity,Buyout,Middle Buyout,2525.6521,24,23,24
3896,Audax Mezzanine,Private Debt,Special Situations,Mezzanine,2525.145,105,105,105
16308,Greylion Capital,Private Equity,Buyout,Small Buyout,2525.0161,43,43,43
10463,Bridge Investment Group,Real Estate,Value-Add,US Medium Market,2520.3513,126,105,126
621,Capital International Private Equity Funds (CIPEF),Private Equity,Growth Equity,Large Growth Equity,2513.04,83,83,83
15047,Angelo Gordon - Net Lease,Real Estate,Core / Core+,US Core+,2509.5857,123,43,123
8694,The Davis Companies,Real Estate,Opportunistic,US Medium Market,2506.146,162,162,162
7029,Abacus Multifamily,Real Estate,Value-Add,US / Global Large Market,2505.6206,128,69,128
244,Archer Capital,Private Equity,Buyout,Middle Buyout,2504.5393,37,37,37
10188,PGIM Senior Housing,Real Estate,Value-Add,US Medium Market,2503.8784,141,70,141
9755,LaSalle Europe Credit - High Yield,Private Debt,Real Estate Credit,Private Performing,2489.7336,61,50,61
10537,Hines - Europe Value-Add,Real Estate,Value-Add,Europe,2483.4487,41,41,41
6867,CBC Group,Private Equity,Growth Equity,Small Growth Equity,2480.9458,40,40,40
10774,Pritzker Group,Private Equity,Buyout,Middle Buyout,2480.1294,20,20,20
1018,Domain Associates,Private Equity,Venture Capital,Early Stage,2479.3452,266,262,266
11792,Kennedy Wilson Europe,Real Estate,Value-Add,Europe,2475.9788,49,49,49
9520,Legend Capital Healthcare,Private Equity,Venture Capital,Balanced,2466.9478,93,93,93
44,Accel Partners,Private Equity,Venture Capital,Early Stage,2465.8198,337,330,337
1858,Kleiner Perkins Caufield & Byers (KPCB),Private Equity,Venture Capital,Balanced,2462.2175,243,243,243
8308,Meadow Partners,Real Estate,Opportunistic,US Small Market,2453,105,105,105
1448,Greycroft Partners,Private Equity,Venture Capital,Early Stage,2451.3882,572,572,572
14683,Castlelake Asset-Based Private Credit,Private Debt,Other,ABL (Asset Backed Lending),2449.7563,118,0,118
14101,HIG Bayside Loan Europe,Private Debt,Special Situations,Distressed / Corporates,2448.9216,116,106,116
15192,Eurazeo Growth,Private Equity,Venture Capital,Late Stage,2442.5193,66,66,66
5544,Altamont Capital Partners,Private Equity,Buyout,Small Buyout,2434.7607,53,53,53
355,Axcel,Private Equity,Buyout,Small Buyout,2430.8523,66,66,66
3201,True Ventures,Private Equity,Venture Capital,Early Stage,2430.5815,472,472,472
645,Capvis Equity Partners AG,Private Equity,Buyout,Small Buyout,2429.8455,43,43,43
10926,Ares Private Credit Solutions,Private Debt,Special Situations,Mezzanine,2429.782,31,0,31
5640,Azora Capital,Real Estate,Opportunistic,Europe,2429.4412,96,96,96
6356,Principle Capital,Private Equity,Buyout,Middle Buyout,2428.249,41,41,41
15323,Affinius Capital - US Core,Real Estate,Core / Core+,US Core,2422.1372,42,0,42
10549,Invesco Real Estate – US Value-Add,Real Estate,Value-Add,US / Global Large Market,2420.1997,81,75,81
9390,StepStone Secondary Opportunities,Private Equity,Other,Secondaries,2413.7344,99,0,99
15731,Vision Ridge Partners,Real Assets,Infrastructure,Diversified,2412.8733,29,29,29
6759,ICG Longbow Europe Credit - Senior,Private Debt,Real Estate Credit,Private Performing,2385.9277,94,94,94
15187,MV Senior Credit (fka MezzVest),Private Debt,Corporate,Direct Lending,2384.0427,185,0,185
1117,Energy Spectrum,Real Assets,Energy,ENR Diversified,2378.8586,58,58,58
13686,"Apollo Capital Management, LLC",Private Debt,Corporate,High Yield,2369,32,0,32
1709,InterWest Partners,Private Equity,Venture Capital,Early Stage,2360.1855,320,320,320
7569,AE Industrial Partners,Private Equity,Buyout,Small Buyout,2356.6643,48,48,48
16263,Patient Square Capital,Private Equity,Buyout,Middle Buyout,2350.3752,13,12,13
7247,Tailwater Capital,Real Assets,Infrastructure,Midstream,2347.6431,30,30,30
1421,Graham Partners,Private Equity,Buyout,Small Buyout,2339.3276,60,58,60
9500,Summit Partners Europe,Private Equity,Buyout,Middle Buyout,2335.8159,59,59,59
10016,AEW Asia,Real Estate,Value-Add,Rest of World,2334.3501,35,32,35
2798,Scale Venture Partners,Private Equity,Venture Capital,Early Stage,2331.7781,160,156,160
4273,Arbor Investments,Private Equity,Buyout,Small Buyout,2323.895,39,39,39
10920,Chorus Capital Management Limited,Private Debt,Other,Regulatory Capital,2323.3062,45,0,45
15461,Monterro,Private Equity,Buyout,Small Buyout,2320.4971,17,17,17
10292,Asana Partners,Real Estate,Value-Add,US Small Market,2314.3425,96,96,96
9309,IDG Capital Partners,Private Equity,Growth Equity,Medium Growth Equity,2310.1121,66,66,66
2940,Spark Capital,Private Equity,Venture Capital,Early Stage,2305.1526,297,297,297
10164,Dermody Properties,Real Estate,Opportunistic,US / Global Large Market,2303.72,87,0,87
14111,Sixth Street Growth,Private Equity,Buyout,Middle Buyout,2303.512,43,42,43
14587,Leonard Green Jade,Private Equity,Buyout,Middle Buyout,2296.135,11,11,11
2010,Madrona Venture Group,Private Equity,Venture Capital,Early Stage,2295.9058,355,345,355
728,Centre Partners Management,Private Equity,Buyout,Small Buyout,2287.3655,81,81,81
5900,Meridiam Infrastructure Europe,Real Assets,Infrastructure,Diversified,2284.7283,53,48,53
8183,Iron Point Partners,Real Estate,Opportunistic,US Medium Market,2281.7881,79,65,79
13995,Bain Capital Special Situations Europe,Private Debt,Real Estate Credit,Distressed / NPL,2281.0442,19,19,19
9689,Bridgepoint Development Capital,Private Equity,Buyout,Middle Buyout,2279.6252,58,55,58
2166,Monomoy Capital Partners,Private Equity,Buyout,Small Buyout,2276.3999,50,47,50
9490,Silversmith Capital Partners,Private Equity,Growth Equity,Small Growth Equity,2269.8,53,53,53
25874,South Bay,Real Estate,Opportunistic,Europe,2269.2241,16,0,16
11684,Apera Capital,Private Debt,Corporate,Direct Lending,2268.9626,104,104,104
3404,Willowridge Incorporated,Private Equity,Other,Secondaries,2267.0381,723,0,723
3198,Trivest Partners,Private Equity,Buyout,Small Buyout,2265.259,93,93,93
3732,Foundry,Private Equity,Venture Capital,Early Stage,2260.1721,213,206,213
4583,Alvarez & Marsal Capital,Private Equity,Buyout,Middle Buyout,2259.6453,28,28,28
10347,Atlas Capital Group,Real Estate,Value-Add,US Small Market,2257.1975,36,33,36
1340,GEM Realty Capital,Real Estate,Opportunistic,US Medium Market,2247.854,149,112,149
10214,Spark Capital Growth,Private Equity,Venture Capital,Late Stage,2237.9556,82,82,82
452,Bertram Capital,Private Equity,Buyout,Small Buyout,2236.0295,45,45,45
3995,Northwestern Mutual Capital LLC,Private Debt,Special Situations,Mezzanine,2232.9956,119,119,119
